_key,Ts,co2ppmCorrected,co2ppmPureSens,humidity,lightStats,pumpStatus,soilHum,soilTemp,temperature,z_counter
-MmuYxK5dRuM6fcjgxag,1635217560902,2960.99902,4047.84351,65.8,228,0,92,28.1875,31.9,1008
-MmuZ3avJ_bgKsxeuqB6,1635217590716,2513.49048,3265.88086,65.8,215,0,93,28.1875,31.9,1009
-MmuZB75TBmaZ4iuGenf,1635217621510,2357.61328,3224.25513,65.8,210,0,92,28.1875,31.9,1010
-MmuZIQOQ4OCDL0u3c46,1635217651417,3073.55859,3708.22827,65.8,227,0,92,28.1875,31.9,1011
-MmuZPhleyT-MFkMrmpz,1635217681265,2962.75684,3997.73462,65.7,224,0,92,28.1875,31.9,1012
-MmuZWzviXRe8BxN-O5H,1635217711099,2855.42505,3850.62231,65.6,227,0,92,28.1875,31.9,1013
-MmuZdGgD8pPjR1PDTkV,1635217740908,2927.7561,3948.16382,65.6,224,0,92,28.1875,31.9,1014
-MmuZkYiz6KXGLDpyZHz,1635217770735,2296.26099,3183.08447,65.9,231,0,92,28.1875,31.9,1015
-MmuZs3GcNiF5184WwbQ,1635217801489,2292.53711,3102.09155,66,211,0,93,28.1875,32,1016
-MmuZzKxEtvHQLZ5_4Ek,1635217831293,1394.15259,3022.86694,66.2,224,0,92,28.25,32,1017
-Mmu_5bm72y98uiO8KgG,1635217861106,2949.18188,3899.12866,66.3,224,0,92,28.25,32,1018
-Mmu_CtfAw8Ru7JSEQ8u,1635217890923,2975.98389,4306.68262,66.7,224,0,91,28.25,32.1,1019
-Mmu_KAJeGJwoUzU8aLx,1635217920725,2731.16797,3755.17725,66.4,224,0,92,28.25,32.1,1020
-Mmu_Rja6OAqsjq5BCu0,1635217951718,2922.2019,4149.70361,65.4,224,0,92,28.25,32.2,1021
-Mmu_ZI-BPv18xps4y_X,1635217982656,3067.7251,3850.62231,65.6,226,0,92,28.25,32.2,1022
-Mmu_fZzz6DHKvb2wWDE,1635218012479,2736.47583,3850.62231,65.9,224,0,92,28.25,32.2,1023
-Mmu_mr4-x58xsuUEQN5,1635218042310,2852.15088,3850.62231,65.1,233,0,92,28.25,32.3,1024
-Mmu_u867QpJKrro6Zih,1635218072135,2967.68164,3802.64185,64.9,238,0,92,28.3125,32.2,1025
-Mmua0PrXNVasoyDnIKH,1635218101944,2922.2019,3948.16382,65.4,239,0,92,28.3125,32.2,1026
-Mmua7gLWLBqs-4KmR6A,1635218131735,2205.89331,3393.53955,65.6,239,0,92,28.3125,32.2,1027
-MmuaFBWqgcfTyCVkwfo,1635218162466,2920.46753,3802.64185,65.5,240,0,92,28.3125,32.2,1028
-MmuaMTD2NjlxWSRB2HN,1635218192271,2781.01416,3948.16382,65.3,214,0,93,28.3125,32.2,1029
-MmuaTkER1s41IXxGDoE,1635218222095,2868.65698,3802.64185,64.3,226,0,92,28.3125,32.2,1030
-Mmuaa0s_TueANCml0IC,1635218251896,2977.78223,3850.62231,64.5,225,0,92,28.3125,32.1,1031
-MmuahJ6VeV0ttayqWMZ,1635218281735,2902.15601,3802.64185,64.8,219,0,92,28.3125,32,1032
-MmuaoercOspcWNlQp7q,1635218311863,2972.02417,4201.46631,65,221,0,92,28.375,32,1033
-MmuawBrv2yGO_jKthii,1635218342712,2972.02417,4253.7915,65,215,0,92,28.375,32,1034
-Mmub2TcFv7YiNcY_SQp,1635218372521,2851.24756,3850.62231,65.5,214,0,92,28.375,32.1,1035
-Mmub9l8vmzLs9KS-ijf,1635218402377,2303.81079,3570.40991,65,210,0,92,28.375,32.1,1036
-MmubH2ArSJE2dc2TH9K,1635218432204,2764.97461,3850.62231,64.5,209,0,92,28.375,32,1037
-MmubOJtjpk3Zg_h9_aA,1635218462009,2768.25,3802.64185,64.3,211,0,92,28.375,32,1038
-MmubVafEJ-GaTXRPZci,1635218491819,2800.42432,3755.17725,64.3,211,0,92,28.375,32.1,1039
-Mmubc6IP2-wCl_ITpnG,1635218522580,2843.77417,4047.84351,64,211,0,92,28.375,32,1040
-MmubjO36owS9MoecFw1,1635218552388,2803.74121,3755.17725,64.1,202,0,93,28.375,32.1,1041
-MmubqfQiMeit8ivvvt0,1635218582235,2696.52075,3708.22827,64.3,220,0,92,28.375,32.1,1042
-MmubxxC0ggYLa-_SENR,1635218612045,2565.09106,3661.78735,64,222,0,92,28.375,32.2,1043
-Mmuc4E5wRxWCcDN9U5Y,1635218641862,2765.84888,3661.78735,64.1,223,0,92,28.375,32.2,1044
-MmucBW10934TmyvLNPc,1635218671682,2840.07568,3615.84961,63.7,221,0,92,28.4375,32.3,1045
-MmucInCO8k1YN02mnFC,1635218701517,2769.56128,3615.84961,63.7,207,0,92,28.4375,32.3,1046
-MmucQJXnRe_ZgbWs-7t,1635218732323,2665.052,3708.22827,63.8,219,0,92,28.4375,32.3,1047
-MmucXaHMyjUh7HiYr4p,1635218762130,2634.61987,3661.78735,63.6,218,0,92,28.4375,32.3,1048
-MmuceEcU2dm4T7TKGdO,1635218793449,2631.50342,3708.22827,63.8,218,0,92,28.4375,32.3,1049
-MmuclWqYGqiOCeYlzZ-,1635218823287,2763.01123,3708.22827,64.1,209,0,92,28.4375,32.3,1050
-MmucsndFG2OznpQLq5f,1635218853097,2726.79199,3708.22827,64.2,211,0,92,28.4375,32.3,1051
-Mmud-4S74nPuIfn88LU,1635218882909,2767.92236,3708.22827,63.8,208,0,92,28.4375,32.3,1052
-Mmud6a1s_KQrRIG7Z2G,1635218913666,2772.40308,3708.22827,63.7,206,0,92,28.4375,32.2,1053
-MmudDrt5GXk34EsOsP2,1635218943481,2765.84888,3802.64185,64.1,202,0,92,28.5,32.2,1054
-MmudL8dHOZ7i3R59Tod,1635218973289,2802.52466,3708.22827,64,202,0,92,28.5,32.2,1055
-MmudT53nmxZWr2-nL7C,1635219005828,2250.65771,3022.86694,64.4,190,0,93,28.5,32.2,1056
-Mmud_Mf4gVeVy8jQdmE,1635219035628,2766.28491,3899.12866,63.9,202,0,92,28.5,32.3,1057
-Mmudgda8xL_092MzbRL,1635219065446,2760.17603,3615.84961,64.1,198,0,92,28.5,32.4,1058
-MmudoA6MvkHQFGyyJwr,1635219096263,2727.65405,3615.84961,63.8,201,0,92,28.5,32.5,1059
-MmudvRoqnPrikpNcYUi,1635219126069,2730.88647,3661.78735,63.6,183,0,92,28.5,32.5,1060
-Mmue1idjv2CaFRp3DpM,1635219155881,2661.1626,3570.40991,63.7,201,0,92,28.5,32.5,1061
-Mmue9-SNe7HhFH92Dts,1635219185693,2761.04834,3708.22827,63.7,201,0,92,28.5,32.6,1062
-MmueGHSCJg0lkNDoHr1,1635219215517,2759.41357,3708.22827,63.8,202,0,92,28.5,32.6,1063
-MmueNZOat5K1hcPZLiD,1635219245338,2754.51147,3708.22827,64.1,206,0,92,28.5625,32.6,1064
-MmueUqZq08RXpZdS2UU,1635219275172,2753.31323,3755.17725,64,207,0,92,28.5625,32.7,1065
-MmuebMbP6_gwEmKS97w,1635219305959,2650.98535,3755.17725,64,208,0,92,28.5625,32.7,1066
-MmueioWAEs-YXfVT-o0,1635219336481,2721.62646,3708.22827,64,203,0,93,28.5625,32.6,1067
-Mmueq5w7JXa6KLP27r9,1635219366333,2752.87842,4047.84351,64.2,217,0,92,28.5625,32.6,1068
-MmuexNeSM6YCgaEdpzr,1635219396138,2715.1792,3802.64185,64.4,215,0,92,28.5625,32.6,1069
-Mmuf3eHDozZtbI3Zd5S,1635219425938,2697.47852,3661.78735,63.2,213,0,92,28.5625,32.7,1070
-MmufAwEVnpZR4Jow3VS,1635219455760,2697.05225,3948.16382,63.4,213,0,92,28.625,32.6,1071
-MmufIS5d8tplsUnnY0w,1635219486535,2574.31177,3615.84961,62.7,215,0,92,28.625,32.6,1072
-MmufPitSEftpVU36d_X,1635219516346,2570.86475,3661.78735,63.1,211,0,92,28.625,32.5,1073
-MmufX0Uye9aYFRBuI_s,1635219546207,2632.33472,3437.03345,63.4,219,0,92,28.625,32.5,1074
-MmufdID23pUjgJ9p90x,1635219576014,2699.8208,3525.46509,63.4,215,0,92,28.625,32.5,1075
-MmufkZye4BCGicScjfN,1635219605823,2762.24829,3481.00757,63.8,209,0,92,28.625,32.5,1076
-MmufrqobAeeT8o_SJeV,1635219635636,2699.8208,3525.46509,63.4,213,0,92,28.625,32.5,1077
-Mmufz7_PRCunmbpNEQd,1635219665445,2664.31543,3661.78735,63.5,211,0,92,28.625,32.5,1078
-Mmug5dHn6kjgkqiaKFe,1635219696210,2594.52759,3615.84961,63.7,211,0,92,28.625,32.5,1079
-MmugCvFYgpMvRLp0IEJ,1635219726032,2693.43555,3265.88086,63.8,208,0,92,28.6875,32.5,1080
-MmugKCB4jACCUnFoGBg,1635219755853,2566.30591,3661.78735,63.4,208,0,92,28.625,32.5,1081
-MmugRUA6c4l_R-W1Yax,1635219785675,2661.1626,3661.78735,63.7,208,0,92,28.6875,32.5,1082
-MmugYl-IwhKvKcVHneV,1635219815488,2662.73975,3570.40991,63.6,208,0,92,28.6875,32.5,1083
-Mmugf1kH5er6ajS_ZSy,1635219845297,2667.05005,3481.00757,63.5,204,0,92,28.6875,32.4,1084
-MmugmTPzJmZf1ZxJL74,1635219875739,2143.54199,2795.45703,63.5,198,0,92,28.6875,32.4,1085
-Mmugtyx1gVs2fQMd7_A,1635219906494,2665.47217,3437.03345,63.6,198,0,92,28.6875,32.4,1086
-Mmuh0FgGm_EScXmeL7A,1635219936301,1959.96289,2907.26904,62.9,196,0,92,28.6875,32.5,1087
-Mmuh7XO3j65_41DfHoN,1635219966106,2754.77197,3437.03345,62.3,197,0,92,28.6875,32.4,1088
-MmuhEo4AWZthrWvYS5I,1635219995910,2641.69116,3661.78735,62.8,199,0,92,28.6875,32.5,1089
-MmuhM5OKVinfw_A_lCz,1635220025754,2774.15186,3708.22827,62.9,198,0,92,28.6875,32.6,1090
-MmuhTN1GGynBGu-h0JA,1635220055554,2763.55688,3708.22827,63.2,183,0,93,28.75,32.8,1091
-Mmuh_dplVq3MM0pNkPZ,1635220085366,2564.48413,3307.96753,63,199,0,92,28.75,32.8,1092
-Mmuhh9U6kEECE1_U-HV,1635220116128,2554.27563,3615.84961,63.5,197,0,92,28.75,32.9,1093
-MmuhoRKoAJ1EMVBMtK9,1635220145942,2615.75244,3708.22827,63.6,198,0,92,28.75,33,1094
-Mmuhvi4VwaNF4miq82d,1635220175749,2724.96216,3481.00757,63.1,198,0,92,28.75,33,1095
-Mmui1znnrm30mZM_IpG,1635220205556,2655.38916,3570.40991,63.2,198,0,92,28.75,33,1096
-Mmui9GaoIC61m7HSrQw,1635220235367,2687.58984,3708.22827,63.3,181,0,93,28.75,33,1097
-MmuiGYWRsUc9sxXeco0,1635220265185,2746.46216,3615.84961,63.9,197,0,92,28.75,33,1098
-MmuiNpBFhRrbyWF4Qch,1635220294989,2614.61499,2759.00806,63.5,187,0,92,28.75,33.1,1099
-MmuiVLXHDp_SiD8pA9w,1635220325795,2536.22998,3708.22827,62.2,176,0,92,28.8125,33.1,1100
-MmuibcPiLc0a7HPi4Q3,1635220355611,2603.14014,3525.46509,62.1,190,0,92,28.8125,33.1,1101
-MmuijECa0KwE1zM42lA,1635220386766,2672.73511,3615.84961,62.1,191,0,92,28.8125,33,1102
-MmuiqW28D0_G64pVXCT,1635220416579,2599.65161,3393.53955,62.5,193,0,92,28.8125,33,1103
-MmuixmnOh6KB6TWN146,1635220446388,2607.35059,3570.40991,62,192,0,92,28.8125,33,1104
-Mmuj43eJo-tQgPimy-3,1635220476202,2605.81006,3481.00757,62.1,192,0,92,28.8125,33,1105
-MmujBZtFVT3c7PPXz9M,1635220506937,2571.37036,3481.00757,62.2,191,0,92,28.8125,33,1106
-MmujIqbVbjnVKHTEVrR,1635220536743,2598.11401,3570.40991,62.6,192,0,92,28.8125,33,1107
-MmujQ7N1tdAIwPEUTnE,1635220566552,2631.2959,3481.00757,62.6,189,0,92,28.875,33,1108
-MmujXP9s5Ghqa-Z-6Ez,1635220596363,2169.89404,2617.21265,62.6,193,0,92,28.875,33,1109
-Mmujdfxwj5qTOgTCC5C,1635220626174,2198.33594,2759.00806,62.6,181,0,93,28.875,33,1110
-Mmujkxi3mNNQqVLNIra,1635220655982,2127.07104,2907.26904,61.9,196,0,92,28.875,32.8,1111
-MmujsEZNGmMku93504y,1635220685796,2231.0498,2687.3186,62.3,183,0,92,28.875,33,1112
-Mmuk-3BBC4qfqWEafuY,1635220717836,2703.97705,3615.84961,62.1,197,0,92,28.875,33.1,1113
-Mmuk6LBlYoJ9NfHUmqd,1635220747660,2708.7771,3708.22827,61.8,183,0,93,28.875,33.1,1114
-MmukDcHo8OmO1BkeZ3P,1635220777490,2639.50586,3615.84961,61.9,197,0,92,28.875,33.1,1115
-MmukKtw4pp7RxwcdsCW,1635220807293,2231.4021,3022.86694,62.1,201,0,92,28.9375,33.1,1116
-MmukSAuwDCERl5mLNtO,1635220837114,2735.09229,3661.78735,62.3,188,0,93,28.9375,33.1,1117
-MmukZSiqtf7KPVj4AWc,1635220866927,2252.52466,3022.86694,62.7,200,0,92,28.9375,33.1,1118
-MmukfxtEUw5ldDRLyN1,1635220897657,2257.50806,3022.86694,62.5,202,0,92,28.9375,33,1119
-MmuknFMJ_N8YdJqzpmk,1635220927512,2427.84912,3393.53955,63.1,203,0,92,28.9375,33.1,1120
-MmukuX8Ygg3xB5Hl8--,1635220957322,3393.10229,4524.04395,63.5,203,0,92,28.9375,33.2,1121
-Mmul0nsvsX-Gi10SuoL,1635220987128,3357.71924,4360.14893,63.2,187,0,93,28.9375,33.2,1122
-Mmul84fpzKP7mDcjMGp,1635221016939,3243.75928,4360.14893,62.8,208,0,92,28.9375,33.2,1123
-MmulFMU2SNXA5S9llmK,1635221046752,2937.2605,3948.16382,62.8,205,0,92,29,33.2,1124
-MmulMd219LOfLa-ZXUj,1635221076548,2368.07544,3142.3645,62.8,206,0,92,29,33.2,1125
-MmulU9ZSBDTlMrgHpWP,1635221107365,2766.94043,3708.22827,62.3,192,0,93,29,33.2,1126
-MmulaRQqgfHeG6KCm1j,1635221137180,2405.43774,3022.86694,62.5,208,0,92,29,33.1,1127
-MmulhiBi3y1lOIt4yLQ,1635221166988,2763.22998,3755.17725,62.7,199,0,93,29,33.1,1128
-Mmulp-HAnOvfcl2w4o7,1635221196818,2864.24146,3755.17725,63,199,0,93,29,33.1,1129
-MmulwHZGc0mQaXJC5w5,1635221226660,2249.85791,3022.86694,62.9,210,0,92,29,33.1,1130
-Mmum2_-JL2aS0VYbBJG,1635221256512,2763.22998,3708.22827,62.7,208,0,92,29,33.1,1131
-MmumA7FgMTefuIhayFP,1635221287441,2731.85669,3755.17725,62.5,217,0,92,29.0625,33.1,1132
-MmumHPE0IqPOIYo5qtJ,1635221317264,2804.84741,3802.64185,62.3,221,0,92,29.0625,33.1,1133
-MmumOg1dGjquaxAyGeB,1635221347074,2251.54687,3022.86694,62.6,220,0,92,29.0625,33.2,1134
-MmumVxtKu-8IypRxXJa,1635221376889,2771.8562,3708.22827,62,211,0,92,29.0625,33.2,1135
-MmumcFIKp5I8T1LfYLr,1635221406739,2601.60107,3481.00757,62.2,217,0,92,29.0625,33.1,1136
-MmumjXU8oQmqloBiDyo,1635221436575,2768.14111,3570.40991,62.4,211,0,92,29.0625,33.1,1137
-Mmumr2Em1fTBnFWdPz-,1635221467343,2700.78027,3525.46509,62.3,210,0,92,29.0625,33.1,1138
-MmumyJxplifNK-_TNIl,1635221497150,2565.698,3102.09155,62.4,206,0,92,29.125,33.1,1139
-Mmun4apOdtaRYTHtr9o,1635221526965,2598.52368,3437.03345,62.4,205,0,92,29.125,33.1,1140
-MmunBsa5LXkKqMxY-Bm,1635221556774,2630.15405,3481.00757,62.5,208,0,92,29.125,33.1,1141
-MmunJ9LRGN1WbFtfTIT,1635221586582,2561.14526,3481.00757,62.7,209,0,92,29.125,33.1,1142
-MmunQgWZebXjHGIOvb8,1635221617441,2053.47314,2832.31445,62.9,197,0,93,29.125,33.1,1143
-MmunYDcq9igesMlo1LB,1635221648296,2622.37646,3570.40991,63,208,0,92,29.125,33.1,1144
-Mmune_KqskAwSBxXzaY,1635221678421,2660.53271,3481.00757,62.7,207,0,92,29.125,33.1,1145
-MmunlrfzXvLV13ohwVm,1635221708268,2593.91309,3481.00757,62.7,201,0,92,29.125,33.1,1146
-Mmunt8nLPyky22qYOY2,1635221738100,2142.10449,2832.31445,62.4,199,0,92,29.125,33.1,1147
-Mmuo-Qo2ZJlY0HRL9Cc,1635221767924,2421.13281,3224.25513,61.4,200,0,92,29.125,33.1,1148
-Mmuo6hu5qCP1v312RHI,1635221797755,2426.85693,3437.03345,61,206,0,92,29.1875,33.1,1149
-MmuoELzWd6ZegHtMhuo,1635221829055,2446.60229,3102.09155,61.8,205,0,92,29.125,33.1,1150
-MmuoLcc0EjtcZsYK810,1635221858856,2099.14307,2795.45703,61.4,198,0,92,29.1875,33.1,1151
-MmuoSujhKvW_wNHlVVf,1635221888687,2095.75659,2759.00806,61.5,197,0,92,29.1875,33.2,1152
-Mmuo_BcHI5oNA8xdoBd,1635221918504,2575.2251,3307.96753,61.6,206,0,92,29.1875,33.2,1153
-MmuogTREUDvFdUIpenU,1635221948317,2414.75244,3183.08447,61.5,202,0,92,29.1875,33.3,1154
-Mmuonkg8PMECJidrVF9,1635221978156,2474.51929,3265.88086,61.7,199,0,92,29.1875,33.3,1155
-MmuovGRRxAIZxtDbwHZ,1635222008925,2433.32056,3307.96753,62.2,207,0,92,29.1875,33.4,1156
-Mmup1YGCB0Tu0GONJi3,1635222038738,2521.35425,3022.86694,62.5,207,0,92,29.1875,33.5,1157
-Mmup8p64xQaleLv0a98,1635222068552,2457.77612,3437.03345,62.5,192,0,93,29.1875,33.5,1158
-MmupG6-J9JSXxfctH2k,1635222098368,2462.14966,3142.3645,62.2,194,0,93,29.25,33.5,1159
-MmupNNyrYAv6q3Lf8zg,1635222128191,2465.0686,3525.46509,62,203,0,92,29.25,33.5,1160
-MmupUf3D5sv7UL0r4O9,1635222158020,2760.06689,3708.22827,62.2,199,0,92,29.25,33.5,1161
-Mmupawzg6YGDVaCZU3q,1635222187839,2832.01733,3802.64185,62.1,198,0,92,29.25,33.5,1162
-MmupiTPy75RoOvm7tMO,1635222218651,2599.75439,3708.22827,61.8,199,0,92,29.25,33.4,1163
-Mmuppn4aEs07JI2AuG3,1635222248646,2583.65527,3062.2605,60.7,187,0,93,29.25,33.4,1164
-Mmupx3oJRzURAOSb5k3,1635222278453,2550.55908,3393.53955,60.9,198,0,92,29.25,33.3,1165
-Mmuq3LiAWNW2mpEDrde,1635222308271,2487.32007,3481.00757,61,201,0,92,29.3125,33.2,1166
-MmuqAcWM15IPOah1HBQ,1635222338081,1961.27649,3142.3645,61.4,193,0,92,29.3125,33.3,1167
-MmuqHuHtpIcxI0t9zDI,1635222367890,2681.90991,3437.03345,61,198,0,91,29.3125,33.3,1168
-MmuqPPuEDTR90I0KyT4,1635222398651,2580.19971,3142.3645,61.1,197,0,92,29.3125,33.3,1169
-MmuqWg_Nvx7AOwe3dXT,1635222428453,2358.98975,3102.09155,61.1,203,0,92,29.3125,33.3,1170
-MmuqcyHPpqf4aX5IFs6,1635222458259,2454.61157,3224.25513,60.9,198,0,92,29.3125,33.3,1171
-MmuqkF2j1iAyRSSCkn5,1635222488067,2423.32568,3022.86694,60.9,204,0,92,29.3125,33.3,1172
-MmuqrWhIdi8ZgjCNPS9,1635222517869,2365.59058,3102.09155,60.8,202,0,92,29.3125,33.2,1173
-MmuqzSLPY5naACat6QA,1635222550358,1631.32996,2617.21265,60.9,202,0,92,29.3125,33.2,1174
-Mmur5ykSzO3ZPAjpQoU,1635222581169,2482.91846,3265.88086,61.3,203,0,92,29.3125,33.2,1175
-MmurDG0CsQOOq8KF7qC,1635222611010,2359.64038,3265.88086,61.4,203,0,92,29.3125,33.1,1176
-MmurKXvhrJDeTGpq-om,1635222640828,2448.43408,3265.88086,61.5,202,0,92,29.3125,33.2,1177
-MmurRok5tMBBiQ-Ng3v,1635222670641,2327.01538,3062.2605,61.4,199,0,92,29.375,33.2,1178
-MmurZ5_Wczve63q4rO6,1635222700454,2445.92725,3022.86694,61.5,203,0,92,29.375,33.3,1179
-MmurfNxLFkp7aQRGTIu,1635222730301,2067.53442,2795.45703,61.4,201,0,92,29.375,33.3,1180
-Mmurmu5BNMeyHb5R-ZT,1635222761094,1960.42627,2832.31445,61.3,190,0,93,29.375,33.4,1181
-MmuruAwF1D3oVql_i6i,1635222790908,2544.94141,3437.03345,61.1,201,0,92,29.375,33.4,1182
-Mmus0SYtcCNy9hR1TXh,1635222820708,2676.00098,3661.78735,61.2,199,0,92,29.375,33.4,1183
-Mmus7jOASvJgb0E3Hlx,1635222850522,2742.8667,3615.84961,61.3,180,0,93,29.375,33.4,1184
-MmusF0AXqVW_DV1FZ09,1635222880332,2583.65527,3481.00757,60.7,196,0,92,29.375,33.4,1185
-MmusMHzE9HkyVFRQFeB,1635222910143,2546.44531,3570.40991,61,196,0,92,29.375,33.4,1186
-MmusTZi-tdpgsTCYMXi,1635222939950,2675.58008,3481.00757,61.4,184,0,92,29.375,33.3,1187
-Mmusa7IqLI3TkFEiKI0,1635222970900,2675.58008,3570.40991,61.4,201,0,92,29.4375,33.3,1188
-MmushPCaUbF1mWYNty4,1635223000718,2537.03027,3102.09155,61.8,198,0,92,29.4375,33.3,1189
-Mmusofzhcs3u1tBOs72,1635223030528,2630.98413,3570.40991,62.1,199,0,92,29.4375,33.3,1190
-MmusvxnQumrMUhLRlIT,1635223060340,2673.99927,3393.53955,61.5,204,0,92,29.4375,33.3,1191
-Mmut2EyiBiejbsz7X9z,1635223090174,2640.33813,3615.84961,61.5,205,0,92,29.4375,33.3,1192
-Mmut9WrbfPeXLKeiKIU,1635223119992,2742.43408,3615.84961,61.5,196,0,92,29.4375,33.3,1193
-MmutH1XSg2qzLaU6T57,1635223150755,2775.57397,3708.22827,61.6,201,0,92,29.4375,33.3,1194
-MmutOJYJq5XK2X0wzrA,1635223180579,2673.99927,3481.00757,61.5,202,0,92,29.4375,33.3,1195
-MmutVaGCkCHi8kOe3wk,1635223210385,2519.71143,3481.00757,60.8,203,0,92,29.4375,33.3,1196
-Mmutbs8ZBXAw8dcZ4jR,1635223240201,2579.08252,3393.53955,61,203,0,92,29.4375,33.4,1197
-Mmutj8qEuHu7loIv0pV,1635223270006,2014.12915,2759.00806,61.2,206,0,92,29.4375,33.4,1198
-MmutqRF2Inx-B02esSw,1635223299857,2095.17822,2795.45703,61.2,202,0,92,29.5,33.4,1199
-Mmutxi32Axyt421wmYv,1635223329669,2541.93506,3307.96753,61.3,205,0,92,29.5,33.4,1200
-Mmuu4DyckJG0jVy37tG,1635223360447,2666.52393,3525.46509,61.8,202,0,92,29.5,33.4,1201
-MmuuBW3vZEIg-NuQ_Eu,1635223390277,2562.76367,3437.03345,61.9,204,0,92,29.5,33.5,1202
-MmuuIn8L0oeFjIkz2av,1635223420106,2409.42676,3307.96753,61.7,185,0,92,29.5,33.4,1203
-MmuuQ4UUDQHzN_E9jqq,1635223449952,2531.83154,3525.46509,61.8,201,0,92,29.5,33.5,1204
-MmuuXMS1M08GVEsAklv,1635223479773,2669.6814,3307.96753,61.6,187,0,93,29.5,33.4,1205
-MmuuddVFgRIR7C5zhoI,1635223509600,2567.31836,3481.00757,61.6,199,0,92,29.5,33.5,1206
-Mmuul9_JtbwiiVO4Ytg,1635223540389,2469.84033,3615.84961,61.5,192,0,93,29.5,33.6,1207
-MmuusRR1GOM2Azj5RJt,1635223570204,2501.61011,3224.25513,61.5,203,0,92,29.5625,33.6,1208
-MmuuziryDq27a9CcXKl,1635223600056,2472.76343,3142.3645,61.3,206,0,92,29.5625,33.6,1209
-Mmuv608qi1OlkrtMHrK,1635223629897,2421.60962,3062.2605,60.5,209,0,92,29.5625,33.6,1210
-MmuvDI6DL_mJQ6KA-YH,1635223659719,2491.43311,3265.88086,60.2,209,0,92,29.5625,33.5,1211
-MmuvK_if1srrE-_ew-F,1635223689583,2363.91602,2320.51758,60.4,211,0,92,29.5625,33.5,1212
-MmuvRrMtpFUNiCYhYHD,1635223719383,2489.57227,3437.03345,60.5,215,0,92,29.5625,33.4,1213
-MmuvZQ0KgmgzGuRjN6F,1635223750337,2360.75537,3350.5188,60.8,219,0,92,29.5625,33.4,1214
-MmuvfhPCKv9GP0aiLU-,1635223780187,2486.2439,3265.88086,60.9,223,0,92,29.5625,33.3,1215
-Mmuvn-dwcIaLVLSGO2H,1635223810089,2417.60815,3224.25513,61.3,227,0,92,29.5625,33.3,1216
-MmuvuHeMFWjx_IBveKX,1635223839915,2379.69312,3062.2605,61.8,241,0,92,29.5625,33.3,1217
-Mmuw0ZmVsER112FmPwa,1635223869747,2351.65991,3307.96753,61.8,225,0,92,29.5625,33.2,1218
-Mmuw7rEo4aZr8lyQ9gr,1635223899599,2441.20679,3393.53955,62,225,0,92,29.625,33.2,1219
-MmuwFNLryeIXvA7E3NY,1635223930390,2318.77637,3142.3645,62,208,0,93,29.5625,33.2,1220
-MmuwNatanj2RVNw7PFR,1635223964089,2471.59375,3265.88086,61.9,222,0,92,29.625,33.3,1221
-MmuwUtFlwQma3Wg1HmK,1635223993936,2474.51929,3307.96753,61.7,224,0,92,29.5625,33.3,1222
-MmuwbAFcKDWfdiNb2gp,1635224023761,2476.37354,3525.46509,61.4,223,0,92,29.625,33.4,1223
-MmuwiSP0oeo2O9tx1aT,1635224053594,2324.99951,3224.25513,61.2,227,0,92,29.625,33.4,1224
-MmuwpjayJKsUjlotOaC,1635224083430,1912.46448,2617.21265,61,227,0,92,29.625,33.4,1225
-MmuwxN9UdHKFQmMZBNi,1635224114698,2299.21729,3142.3645,60.9,230,0,92,29.625,33.4,1226
-Mmux3dyf2DVE2awQXu0,1635224144510,2346.84277,3265.88086,61.8,231,0,92,29.625,33.4,1227
-MmuxAwaGtKicTtlw282,1635224174375,2320.88037,3265.88086,61.5,233,0,92,29.625,33.4,1228
-MmuxIRNs7f-D4zJkCcK,1635224205080,2422.27734,3183.08447,60.8,232,0,92,29.625,33.4,1229
-MmuxPjKoqr_YkZ7bD-V,1635224234966,2329.12354,3224.25513,60.9,229,0,92,29.625,33.4,1230
-MmuxXHWzJJvk6ISpk6-,1635224265889,2427.62012,3142.3645,60.6,225,0,92,29.625,33.3,1231
-MmuxdoyiQOJVSjfz_wD,1635224296766,2345.29883,3142.3645,59.9,225,0,92,29.625,33.3,1232
-Mmuxl6PJTYugVyH7lHz,1635224326618,2370.15259,3102.09155,60.3,232,0,92,29.625,33.3,1233
-MmuxsPS5cccGEBeL8zX,1635224356510,2368.3833,3102.09155,60.6,227,0,92,29.6875,33.2,1234
-MmuxziKe0zZyqUhGzI4,1635224386453,2376.40039,3183.08447,60.2,229,0,92,29.6875,33.1,1235
-Mmuy6HeD-HNAPvXSCGi,1635224417450,2284.68408,3708.22827,60.3,224,0,92,29.6875,33.1,1236
-MmuyDZkp5-wU-v_5MEj,1635224447280,2399.07397,3022.86694,60.6,222,0,92,29.6875,33.2,1237
-MmuyLBMjMsWEJSD6uRg,1635224478488,2460.02539,3393.53955,60.7,224,0,92,29.6875,33.2,1238
-MmuySawORIBWaVydKxZ,1635224508860,2361.40625,3307.96753,61.1,223,0,92,29.6875,33.2,1239
-MmuyZu4qEAGlu6Ot0QB,1635224538757,2548.65186,3265.88086,61.2,215,0,92,29.6875,33.2,1240
-MmuygCFbYF8mV7J8vzX,1635224568656,2481.84302,3142.3645,61.2,213,0,92,29.6875,33.3,1241
-Mmuyo7Pd1YYpIux2k_C,1635224601115,2371.55078,3102.09155,60.2,222,0,92,29.6875,33.3,1242
