_key,Ts,co2ppmCorrected,co2ppmPureSens,humidity,pumpStatus,soilHum,soilTemp,temperature,z_counter
-MmkREEz_-lCLoOJXj7E,1635047764991,388.54163,518.50739,62.1,0,94,30.3125,32.9,0
-MmkRHs5ODb21W6i2PlQ,1635047779846,374.21362,499.97726,62.3,0,94,30.3125,32.9,1
-MmkRLUb0NHC6ptbJLAP,1635047794663,364.15198,509.1774,60.7,0,94,30.3125,32.9,2
-MmkRP60laiI43wA6PDe,1635047809474,391.07272,518.50739,61,0,94,30.3125,32.9,3
-MmkRSjDdpdKCcKHzLjr,1635047824334,385.39603,518.50739,60.4,0,94,30.3125,32.9,4
-MmkRWLauZDEpt6-ZS_3,1635047839142,313.42117,376.64145,60.7,0,94,30.3125,32.9,5
-MmkRZyP3p_Udkw7_yR0,1635047853979,350.50623,499.97726,60.9,0,94,30.3125,32.9,6
-MmkRc_p_NPtYqubaQr9,1635047868790,356.22641,473.1423,61.3,0,94,30.3125,32.9,7
-MmkRgCfFWKwi2Vvd8Ol,1635047883628,349.26779,455.87631,61.5,0,92,30.3125,32.9,8
-MmkRjzlPLac9oaL_-TO,1635047899121,282.90265,341.19229,61.7,0,94,30.3125,32.9,9
-MmkRndEHVkJkMOdl_FJ,1635047914064,246.02882,355.0542,61.8,0,94,30.3125,32.9,10
-MmkRrGJIE3wjXNy3075,1635047928917,389.46082,518.50739,61.7,0,94,30.3125,32.9,11
-MmkRvE8kSgQePSPrW8l,1635047945161,318.69525,422.79416,61.1,0,94,30.3125,32.9,12
-MmkRyrKXxBLdO6W9Kpe,1635047960021,397.27026,537.56244,61.4,0,94,30.3125,32.9,13
-MmkS1UC14iV3VngLKam,1635047974862,403.29681,547.29016,61.9,0,94,30.3125,32.9,14
-MmkS56u_W8hLUmXxZqn,1635047989754,417.74789,537.56244,62,0,94,30.3125,32.9,15
-MmkS8lPVqxGELdeElid,1635048004699,403.05862,518.50739,62,0,94,30.3125,32.9,16
-MmkSCSChHdT3w0XCL1v,1635048019790,424.24188,567.15411,62.4,0,94,30.3125,32.9,17
-MmkSG7-nGfRjMAz-Vcg,1635048034816,316.30783,399.21048,62.2,0,94,30.3125,33,18
-MmkSJkV0KUFYqhj9YkV,1635048049697,315.56024,406.95731,62.6,0,94,30.3125,33,19
-MmkSNN1NoqfGZ5ZDRxl,1635048064514,360.35974,518.50739,62.3,0,94,30.3125,33,20
-MmkSQzt18qtKG512-RJ,1635048079353,408.78656,547.29016,62.3,0,94,30.3125,33.1,21
-MmkSUcrMxCQGzL6wxoF,1635048094263,424.05786,567.15411,62.3,0,94,30.3125,33,22
-MmkSYG1kk8bB-R2xYAp,1635048109123,423.12222,547.29016,62.5,0,94,30.3125,33.1,23
-MmkSb6fA_GTBYNNJmkB,1635048124908,328.5047,414.81818,62.2,0,94,30.3125,33,24
-MmkSeix_dHDlrv03TJe,1635048139710,424.37567,547.29016,62,0,94,30.3125,33.1,25
-MmkSiLQpIvboalb0GJL,1635048154524,425.56451,567.15411,61.7,0,94,30.3125,33,26
-MmkSlyHSkuxVhEFgeBw,1635048169362,418.55481,547.29016,61.5,0,94,30.3125,33,27
-MmkSpafNUVjWkrN8F52,1635048184235,396.86407,537.56244,61.4,0,94,30.375,33,28
-MmkStEDZ2j5ZEdxagCe,1635048199119,317.48141,422.79416,61.4,0,94,30.375,33.1,29
-MmkSwtbTxmZHtA0Jmtg,1635048214119,418.80194,547.29016,61.4,0,94,30.375,33,30
-MmkT-XGU_3QFCiy0cvp,1635048229010,426.06747,567.15411,61.5,0,94,30.3125,33,31
-MmkT3AQZdEUKMOoxu2A,1635048243931,410.90228,557.15369,61.6,0,94,30.3125,33,32
-MmkT6nCgEv6ZJyNM-Jr,1635048258766,432.66068,577.29297,61.9,0,93,30.375,33,33
-MmkTARPXio8Gt9nkXa2,1635048273691,439.84393,577.29297,62.1,0,94,30.375,33,34
-MmkTE3eeBbah5bwO4LY,1635048288554,438.61414,597.99194,62.4,0,94,30.375,33.1,35
-MmkTIBxg4AS9ZTh5bg-,1635048305469,462.54477,587.57159,62.3,0,94,30.375,33.1,36
-MmkTMZJBIQznWX4RYpu,1635048323348,423.12222,577.29297,62.5,0,94,30.375,33.1,37
-MmkTQBlv04JHu88RhpC,1635048338225,431.19632,608.55505,62.3,0,94,30.375,33.1,38
-MmkTU6YBBVwrdd8Ciwe,1635048354276,446.39273,597.99194,62.4,0,94,30.375,33.1,39
-MmkTXmgRhSepu8iWWjG,1635048369324,438.35471,597.99194,62.5,0,94,30.375,33.1,40
-MmkTaURaZoGth9c4cCB,1635048384477,423.62341,587.57159,62.3,0,94,30.375,33.1,41
-MmkTe6Ei1D89sPAcjvS,1635048399311,439.13342,619.26282,62.2,0,94,30.375,33.1,42
-MmkThjDReCS7qgzySN5,1635048414158,424.12482,577.29297,62.1,0,94,30.375,33.1,43
-MmkTlOXZgEniPlIaiXz,1635048429155,431.45151,587.57159,62.2,0,94,30.375,33.1,44
-MmkTp0iY85srfBYIY0d,1635048444014,424.37567,587.57159,62,0,94,30.375,33.1,45
-MmkTse9mtA4H_Ljryc2,1635048458890,427.39368,567.15411,60.8,0,94,30.375,33.1,46
-MmkTwHAOiF4I2gwA56T,1635048473740,390.73468,518.50739,60.8,0,94,30.375,33.1,47
-MmkTztvrcAbMBs1aSz2,1635048488571,419.85764,547.29016,60.8,0,94,30.375,33.1,48
-MmkU2mNchvSe0G1iFHQ,1635048504473,426.63785,577.29297,61.1,0,94,30.375,33.1,49
-MmkU6PNLUB4WQ7Og7J8,1635048519320,375.66089,567.15411,61.3,0,94,30.375,33.1,50
-MmkUA1CO-6ivxrcghYr,1635048534158,426.57083,547.29016,61.3,0,94,30.375,33,51
-MmkUDePB4zOlatb_GGG,1635048549019,448.17371,547.29016,61.9,0,94,30.375,33,52
-MmkUHIlbjb5RbIgCJ9p,1635048563953,417.32025,537.56244,62,0,94,30.375,33,53
-MmkUKwEqilEWHEBDT9H,1635048578832,424.30878,537.56244,62.2,0,94,30.375,33,54
-MmkUOaypNyObJOgnwhE,1635048593854,417.74789,481.96124,62,0,94,30.375,32.9,55
-MmkUSFccRfctLeasPiw,1635048608808,403.53513,537.56244,61.8,0,94,30.375,32.9,56
-MmkUVvk6vov00bmLk1n,1635048623856,426.25201,567.15411,61.6,0,94,30.375,32.9,57
-MmkUZYxO8msVX08NyZg,1635048638717,317.7565,422.79416,61.6,0,94,30.375,32.9,58
-MmkUcBn7yO5m7U253Ni,1635048653620,425.74887,567.15411,61.8,0,94,30.375,32.9,59
-MmkUfotatRi5Rw0NZ2V,1635048668474,425.49759,481.96124,61.9,0,94,30.375,32.9,60
-MmkUjRbkVVMqR8wv_Oq,1635048683303,463.56732,587.57159,62.1,0,94,30.375,33,61
-MmkUnc7m7ZC8iqEDXDi,1635048700424,447.83841,619.26282,62.2,0,94,30.375,32.9,62
-MmkUrFe3enRkC38x2yX,1635048715307,505.52646,619.26282,62.2,0,94,30.375,32.9,63
-MmkUusllXqgcEjc576U,1635048730161,432.33694,577.29297,62.2,0,94,30.375,32.9,64
-MmkUyWKatVZTsgnMc7_,1635048745046,411.80893,577.29297,61.4,0,94,30.375,32.9,65
-MmkV18Tx6O9sV55bsVP,1635048759903,490.50964,641.11749,61.5,0,94,30.375,32.9,66
-MmkV4lybKMg8r4EyhfR,1635048774782,427.00739,577.29297,61.3,0,94,30.375,32.9,67
-MmkV8OTIjdhH6j7Ow0h,1635048789598,413.26859,547.29016,60.8,0,94,30.375,32.9,68
-MmkVC0P-xhPgiIQgmDF,1635048804442,427.76355,567.15411,61,0,94,30.375,32.9,69
-MmkVFfHWHSwMqR43B5A,1635048819410,429.53146,630.11615,60.3,0,94,30.375,32.9,70
-MmkVJHmAVi4faoVUkEC,1635048834227,428.77319,587.57159,60.6,0,94,30.375,32.9,71
-MmkVMvcYII0DU5ArZ6P,1635048849128,398.67844,537.56244,60.8,0,93,30.375,32.9,72
-MmkVQYOdw9V3GmkjvCA,1635048863961,429.7168,557.15369,60.4,0,94,30.375,32.8,73
-MmkVUPwcvnO0czxxAkz,1635048879805,413.75598,557.15369,60.6,0,94,30.375,32.9,74
-MmkVY2BgdmKpSsodKjl,1635048894668,413.44724,567.15411,60.9,0,94,30.375,32.8,75
-MmkVafJ3SpL416WonS1,1635048909525,451.7496,557.15369,60.9,0,94,30.375,32.8,76
-MmkVePGgMKnlJ_gxnRP,1635048924818,466.7901,630.11615,61.1,0,93,30.375,32.9,77
-MmkVi1dGeHveTFE_AQn,1635048939689,435.41052,619.26282,61,0,94,30.375,32.9,78
-MmkVlfVsn6t89niLxsE,1635048954592,517.26447,663.5686,61.2,0,93,30.375,32.9,79
-MmkVpIgPIzmwbZL232Q,1635048969453,517.26447,710.31171,61.2,0,93,30.375,32.9,80
-MmkVsyMlDaEs40Uocg0,1635048984471,474.41113,597.99194,61.3,0,94,30.375,32.9,81
-MmkVwaxdTvkiMF9Fwes,1635048999358,337.4617,447.42661,61,0,94,30.375,32.9,82
-MmkW-EyJs72faW-jbaY,1635049014271,458.17798,619.26282,61.3,0,93,30.375,32.9,83
-MmkW2r_5FyDQ7eeONqQ,1635049029094,484.69009,630.11615,60.6,0,93,30.375,32.9,84
-MmkW6UMCkUxddANB7QV,1635049043927,428.77319,619.26282,60.6,0,94,30.375,32.9,85
-MmkWAQdzLWOElQ2RobH,1635049060074,337.71371,481.96124,60.7,0,94,30.375,33,86
-MmkWE2UIf7Axmr1E1Oh,1635049074911,476.93457,663.5686,60.4,0,94,30.375,32.9,87
-MmkWHgv5R9acf4oqiTH,1635049089852,492.53894,675.02185,60.8,0,94,30.375,32.9,88
-MmkWLWAmMYH1Y8EvhV8,1635049105483,391.30344,509.1774,60.9,0,94,30.375,32.9,89
-MmkWPOJuq3RyTjcaWx9,1635049121364,442.44925,597.99194,61.1,0,94,30.375,33,90
-MmkWT0MDg7VrL6QcEuC,1635049136215,466.7901,597.99194,61.1,0,94,30.375,32.9,91
-MmkWWdFlmuKOgQz9oQU,1635049151056,434.19653,577.29297,61.3,0,94,30.375,33,92
-MmkW_Kn26_aImE9Qlsa,1635049166196,482.694,597.99194,61.3,0,93,30.375,32.9,93
-MmkWcxgbXoZ5vj0cGu_,1635049181036,464.38986,630.11615,61.8,0,94,30.375,33,94
-MmkWga3uUpw2D15Bnmc,1635049195908,424.62671,577.29297,61.9,0,94,30.375,33.1,95
-MmkWkGKkDRDETmW8upp,1635049210966,456.36011,641.11749,61.8,0,94,30.375,33,96
-MmkWntU7nktfqCKJ9U4,1635049225823,261.06229,376.64145,61.6,0,94,30.375,33.1,97
-MmkWrmGq6tVjIJIsLDF,1635049241746,426.06747,577.29297,61.5,0,94,30.375,33,98
-MmkWvP0nHyEM79baq0w,1635049256577,390.4429,518.50739,61.1,0,94,30.375,33,99
-MmkWzFFEfcxdRpBklq4,1635049272336,516.43109,710.31171,61.3,0,94,30.375,33,100
-MmkX1rtEBoPhaF1IKCj,1635049287161,524.74072,722.3905,61.3,0,94,30.375,33.1,101
-MmkX5UFxUlEiWVVl9QQ,1635049301968,498.57614,663.5686,61.3,0,94,30.375,33.1,102
-MmkX95dFKT421gnfKLK,1635049316778,474.56064,641.11749,60.9,0,94,30.375,33.1,103
-MmkXCjs_wpWcRJ7eozZ,1635049331705,459.40445,641.11749,60.5,0,94,30.375,33.1,104
-MmkXGMUMqKy1zTv0gue,1635049346528,337.96597,439.09717,60.4,0,94,30.375,33.1,105
-MmkXK4yA_RefWbUd9wg,1635049361791,405.09415,567.15411,60.8,0,94,30.375,33.1,106
-MmkXNhnG-6x2A3fBYdU,1635049376627,337.76685,439.09717,60.5,0,94,30.375,33.1,107
-MmkXRLM3rXLd4hAA6e2,1635049391511,384.15671,567.15411,60.6,0,94,30.375,33.1,108
-MmkXUy9CuKaw5vcbCdT,1635049406347,383.70386,481.96124,60.8,0,94,30.375,33.1,109
-MmkXYoYwfLzMX0Ak1LS,1635049422115,457.51151,587.57159,61.2,0,94,30.375,33.1,110
-MmkXbSNU-YpMdyxtif-,1635049437017,443.23282,567.15411,60.8,0,94,30.375,33,111
-MmkXf4Oi5B84t433qwk,1635049451866,466.58813,630.11615,61,0,94,30.375,33,112
-MmkXihN_0Atppx-L_qX,1635049466712,483.05481,686.62909,61,0,94,30.375,33,113
-MmkXmKgVsQmn6l-8mC9,1635049481580,516.73584,675.02185,61.2,0,94,30.375,33,114
-MmkXq27BvAk5981d9Oi,1635049496776,499.38126,652.26758,61.2,0,94,30.375,33,115
-MmkXtj3dCkvdKTzqscM,1635049511876,483.62485,630.11615,60.8,0,94,30.375,33,116
-MmkXxMOlUjprZmDoXm3,1635049526746,466.31317,608.55505,61.1,0,94,30.375,33,117
-MmkY0-uZL6f1ycwcHyj,1635049541691,443.30249,597.99194,60.6,0,94,30.375,33.1,118
-MmkY3etDFFYITSYKG1H,1635049556665,319.12152,430.88672,60.7,0,94,30.375,33,119
-MmkY7JmxUIQClGP5rts,1635049571634,413.09003,557.15369,60.7,0,94,30.375,33,120
-MmkYB0qdO0noFMzN2t2,1635049586806,350.9747,518.50739,60.5,0,94,30.375,33,121
-MmkYFAnWEw2VMZ2QCWp,1635049603827,392.689,537.56244,60.3,0,94,30.375,32.9,122
-MmkYIo5xAFKP2bWG_Mj,1635049618694,385.39603,537.56244,60.4,0,94,30.375,32.9,123
-MmkYMQpXem9kZBRHQNc,1635049633526,430.72943,557.15369,60,0,94,30.375,32.8,124
-MmkYQ3SZ-LU93DijLcL,1635049648413,446.16574,567.15411,60.2,0,94,30.375,32.7,125
-MmkYThV5FNG2-C73dVm,1635049663328,486.25253,641.11749,60.4,0,94,30.3125,32.7,126
-MmkYXJrTptqj_NfrZ3x,1635049678135,502.09705,630.11615,60.8,0,94,30.375,32.7,127
-MmkY_wQ6OszQu8m54Pr,1635049692956,544.99719,747.03113,61.3,0,94,30.375,32.7,128
-MmkYdYulMr7MCsZPnIm,1635049707770,483.68182,686.62909,61.3,0,94,30.375,32.7,129
-MmkYhAPrLV-amm8lGi6,1635049722587,509.26056,641.11749,61.3,0,94,30.3125,32.7,130
-MmkYknAgTEzLhz2mShr,1635049737419,508.96036,686.62909,61.4,0,94,30.3125,32.7,131
-MmkYoPdXJm4JzvbM8Rs,1635049752233,517.40692,663.5686,61.5,0,94,30.3125,32.7,132
-MmkYs0zjthSLRjAJdj0,1635049767039,508.36029,675.02185,61.6,0,94,30.3125,32.7,133
-MmkYw0Hc7oR8z2l5Xte,1635049783379,458.57452,608.55505,61.5,0,94,30.3125,32.7,134
-MmkYzdHSLVRcQPeHbQb,1635049798227,411.98715,567.15411,61.5,0,94,30.3125,32.8,135
-MmkZ2GLQwWn9XOF14V2,1635049813079,519.01575,577.29297,60.8,0,94,30.375,32.8,136
-MmkZ5t66C3yJ5rY7zXM,1635049827912,443.35477,597.99194,61.1,0,94,30.3125,32.8,137
-MmkZ9VkoUQ0zWDQpz-Y,1635049842737,534.07513,675.02185,61.7,0,94,30.375,32.8,138
-MmkZD98P4tLwnYtffO7,1635049857674,434.05981,608.55505,61.7,0,94,30.3125,32.8,139
-MmkZGmqdeg7qRnbrF01,1635049872567,465.34174,641.11749,61.8,0,94,30.3125,32.8,140
-MmkZKPcAnnxpkpkWa0K,1635049887400,554.31805,747.03113,61.1,0,93,30.375,32.8,141
-MmkZO1EiGG5wpFdGh2i,1635049902223,517.18304,652.26758,61.4,0,94,30.3125,32.8,142
-MmkZRdexFTZ1niu6VEr,1635049917034,532.58411,734.6297,62,0,94,30.3125,32.9,143
-MmkZVGQIchmmN4zzk-c,1635049931868,451.21732,630.11615,61.1,0,94,30.3125,32.8,144
-MmkZYtFFwafcSFzvu4k,1635049946704,442.57104,587.57159,61.4,0,94,30.3125,32.8,145
-MmkZbVfJUyiZVA_eE8T,1635049961515,501.3678,710.31171,60.7,0,94,30.3125,32.9,146
-MmkZfNELPxbqaQpp4cd,1635049977360,482.33328,663.5686,61.6,0,94,30.3125,32.8,147
-MmkZizZZq4f2ml4psl-,1635049992164,480.41913,630.11615,62.1,0,94,30.3125,32.9,148
-MmkZmb2Fh-H6J2BKIM5,1635050006979,396.56735,557.15369,61.7,0,94,30.3125,32.9,149
-MmkZqDl_AqrkFCg0lJC,1635050021809,508.52026,663.5686,61.2,0,94,30.3125,32.9,150
-MmkZtqpV9WQ29XUx7Hd,1635050036661,508.52026,675.02185,61.2,0,94,30.3125,32.9,151
-MmkZxUTYgRZd2wWyWw8,1635050051551,508.22052,663.5686,61.3,0,94,30.3125,32.9,152
-Mmk_06y52z7TB2W98du,1635050066430,458.44821,663.5686,61.2,0,94,30.3125,32.9,153
-Mmk_3ju_ErIO-cR7qEt,1635050081274,500.48199,630.11615,61,0,94,30.3125,32.9,154
-Mmk_7MVIU8oXqcgalXQ,1635050096097,476.0925,630.11615,60.7,0,94,30.3125,32.9,155
-Mmk_AzHgRNK8xM3vFFp,1635050110931,429.2785,557.15369,60.4,0,94,30.3125,32.9,156
-Mmk_Ec7hwVwkL21kE2v,1635050125832,519.40308,734.6297,60.5,0,94,30.3125,32.9,157
-Mmk_IJer3t2B-gwLvr7,1635050140971,564.42896,747.03113,60.7,0,94,30.3125,32.9,158
-Mmk_LxgwZroRGk0z9WK,1635050155884,546.13318,747.03113,60.6,0,94,30.3125,32.9,159
-Mmk_Q1YANWhxxatIPuN,1635050172580,428.26813,547.29016,60.8,0,94,30.3125,32.9,160
-Mmk_TgKZqVdjvQo9u_p,1635050187541,527.05743,686.62909,60.9,0,94,30.3125,32.9,161
-Mmk_XK5Cw6ADPs6t7SR,1635050202438,584.91833,772.32733,60.3,0,94,30.3125,32.9,162
-Mmk__zffo-5IxTfFo0x,1635050217451,577.6507,824.94226,59.6,0,94,30.3125,32.9,163
-Mmk_dbnlY2-XnjKvXCW,1635050232307,566.76001,747.03113,60,0,94,30.375,32.9,164
-Mmk_hErY1uH3Hpz88xZ,1635050247159,555.71338,747.03113,60.5,0,94,30.3125,32.9,165
-Mmk_ksNJwrq5nSFuxXb,1635050262040,623.29578,824.94226,60.7,0,94,30.3125,32.9,166
-Mmk_oViAyOElcK7K_kE,1635050276910,592.93793,785.22565,60.8,0,93,30.3125,32.9,167
-Mmk_s9GY_LiGZDuTenV,1635050291857,565.51605,747.03113,60.2,0,94,30.3125,33,168
-Mmk_vmgYfMMS0wmBMYP,1635050306733,565.18304,698.39172,60.3,0,94,30.3125,33,169
-Mmk_zQMnf0oEocXzODd,1635050321623,510.70303,686.62909,60.3,0,94,30.3125,33,170
-Mmka22jbW5UzBK23LOR,1635050336495,546.21881,747.03113,60.4,0,94,30.3125,33,171
-Mmka5wkiKooisGmzkTS,1635050352433,413.57724,567.15411,60.5,0,94,30.3125,33,172
-Mmka9_5boOhnylPOkgU,1635050367303,510.40225,686.62909,60.4,0,94,30.3125,33,173
-MmkaDBs49zb0ujFUAXU,1635050382137,476.72858,630.11615,60.3,0,94,30.3125,33,174
-MmkaGop4hHrAK0uMnx7,1635050396982,502.03793,663.5686,60.3,0,94,30.3125,33,175
-MmkaKRwPrV9SjUjjjTC,1635050411837,452.15781,619.26282,60.4,0,94,30.3125,33,176
-MmkaO4sBlVRGqdc8mEJ,1635050426745,338.11209,455.87631,60.5,0,94,30.3125,33,177
-MmkaRj63TLLOIxaK1lu,1635050441671,475.60648,630.11615,60.7,0,94,30.3125,33,178
-MmkaVMqkS3tc19zVp6I,1635050456566,467.41431,619.26282,60.7,0,94,30.3125,33,179
-MmkaYz6tNdxe5rlrmVr,1635050471368,363.78018,518.50739,60.7,0,94,30.3125,33,180
-Mmkabavhpj8hqJpQ3q3,1635050486203,443.23282,686.62909,60.8,0,94,30.375,33,181
-MmkbiM4454NoQjiuH_p,1635050776006,535.58978,630.11615,60.7,0,91,30.3125,33.1,184
-MmkblzOtsg3I1P1lmG7,1635050790873,476.16733,641.11749,60.5,0,91,30.3125,33,185
-Mmkbpb23xG6EcVIN66i,1635050805699,383.86993,698.39172,60.9,0,91,30.3125,33,186
-MmkbtE9V1LYN9KxeUc-,1635050820554,391.1344,597.99194,60.8,0,91,30.3125,33,187
-MmkbwqlfR-YXXfHJYj9,1635050835378,377.60114,547.29016,60.6,0,91,30.3125,33,188
-Mmkc-W0u-cLDewvL-B9,1635050850369,518.7915,722.3905,60.7,0,90,30.3125,32.9,189
-Mmkc383YFDauEFoH9aL,1635050865220,517.65112,675.02185,60.9,0,90,30.3125,33,190
-Mmkc6l5PNzYQcsivarx,1635050880070,460.07269,630.11615,60.6,0,90,30.3125,32.9,191
-MmkcANSCnflLns17UX6,1635050894877,475.60648,619.26282,60.7,0,91,30.3125,33,192
-MmkcE04NAA7wpkNBubn,1635050909766,443.4942,587.57159,60.7,0,91,30.3125,33,193
-MmkcHdu8wqjpB_hSy3y,1635050924667,420.78268,547.29016,60.6,0,91,30.3125,33,194
-MmkcLVaXzong9s0oJjm,1635050940455,421.03082,567.15411,60.5,0,91,30.3125,33,195
-MmkcP8BZA9bOWBxga9s,1635050955341,451.89154,597.99194,60.5,0,91,30.3125,33,196
-MmkcSkVGMygSHaApN5O,1635050970144,357.54501,499.97726,60.5,0,91,30.3125,33,197
-MmkcWN0-lKrw5iguShi,1635050984962,452.69077,577.29297,60.2,0,91,30.3125,33,198
-MmkcZzMutRW2boxsmO7,1635050999768,469.06927,630.11615,60.1,0,91,30.3125,33,199
-MmkcdJGBuD7Y8H96QyI,1635051017489,358.38828,473.1423,60.1,0,91,30.3125,33,200
-MmkcgvycrIOd1VgLpBN,1635051032319,445.06445,577.29297,60.1,0,91,30.3125,33,201
-MmkckYFrBKn2XJXRDhv,1635051047120,460.21732,597.99194,60.2,0,91,30.3125,33.1,202
-Mmkco9qu_ugY5Wc6gSE,1635051061942,338.51068,464.44781,60.3,0,91,30.3125,33,203
-MmkcrmB6Hy1q67w_1G_,1635051076749,443.56381,567.15411,60.5,0,91,30.3125,33.1,204
-MmkcvOTy5MBBJ0QL53T,1635051091550,476.72858,619.26282,60.3,0,91,30.3125,33,205
-Mmkcz-iGg0imfYH8jWA,1635051106351,475.60648,686.62909,60.7,0,91,30.3125,33,206
-Mmkd1rggHbHxRbfNFoA,1635051122156,483.13074,641.11749,60.8,0,91,30.3125,33.1,207
-Mmkd5UGf655wLlMm8--,1635051136977,466.11136,652.26758,61,0,91,30.3125,33.1,208
-Mmkd95h-rGDmkia7WpZ,1635051151789,482.48514,663.5686,61.2,0,91,30.3125,33,209
-MmkdD2vFYk0c7FUEvYG,1635051167995,427.57867,597.99194,60.9,0,91,30.3125,33,210
-MmkdGfOK6Xgrqmmza5l,1635051182809,554.49237,747.03113,60.7,0,91,30.3125,33,211
-MmkdKIe9NBY4m4lp-rF,1635051197675,533.6969,722.3905,61.3,0,91,30.3125,33.1,212
-MmkdNv6ukOebGFJvetB,1635051212487,531.17987,686.62909,62.1,0,91,30.3125,33.1,213
-MmkdRXvQIcapvlvGYCZ,1635051227323,409.99698,537.56244,61.8,0,91,30.3125,33.1,214
-MmkdVBeU5nzr4vVBPIN,1635051242283,533.38184,710.31171,61.4,0,91,30.3125,33.1,215
-MmkdYoGbSKucwg7vAYG,1635051257105,542.77222,698.39172,61.3,0,90,30.3125,33.1,216
-MmkdbR6vPIjaq2bRTrA,1635051271943,518.03784,686.62909,60.6,0,91,30.3125,33.1,217
-Mmkdf2YbS8Oa6TVo6Pr,1635051286755,350.61633,473.1423,60.5,0,91,30.3125,33.1,218
-MmkdivX2xwt3ztzmxqW,1635051302627,392.11902,537.56244,60.2,0,91,30.3125,33.1,219
-MmkdmYBK47RZr_2Eufy,1635051317452,469.14288,587.57159,59.9,0,91,30.3125,33.1,220
-Mmkdq9qjonK6XQuI6wp,1635051332278,484.91846,641.11749,60,0,91,30.3125,33.2,221
-Mmkdtm7iorWdOwql9kU,1635051347080,473.79572,597.99194,61,0,91,30.3125,33.2,222
-MmkdxOuTKuNGX7gdohQ,1635051361914,497.47803,641.11749,61.5,0,91,30.3125,33.2,223
-Mmke00ET5TolDtD69Dh,1635051376719,465.90964,641.11749,60.9,0,91,30.3125,33.2,224
-Mmke3cm78wwySPysN0J,1635051391538,475.47556,619.26282,60.4,0,91,30.3125,33.2,225
-Mmke7Giei_pSl8OTzbB,1635051406446,436.31827,597.99194,60.3,0,91,30.3125,33.1,226
-MmkeAtSQApGougSG1GX,1635051421278,467.01025,663.5686,60.5,0,91,30.3125,33.2,227
-MmkeEVxrKeHjdE5uUn7,1635051436094,466.45984,675.02185,60.7,0,91,30.3125,33.2,228
-MmkeI7_iu7t0UpJB_fv,1635051450918,435.10257,577.29297,60.6,0,91,30.3125,33.2,229
-MmkeLk-vsTVOdH5PMV4,1635051465728,436.64398,630.11615,60,0,91,30.3125,33.2,230
-MmkePMipPjEI-IF6GHK,1635051480558,434.84607,608.55505,60.7,0,90,30.3125,33.2,231
-MmkeTEWBAVUaPDry6Jh,1635051496418,468.66443,587.57159,59.9,0,91,30.3125,33.2,232
-MmkeWr-onheLiZJAxbx,1635051511232,485.49005,652.26758,59.8,0,91,30.3125,33.2,233
-Mmke_Tch8bbGVal2ZZK,1635051526057,516.28876,641.11749,61,0,91,30.3125,33.2,234
-Mmked5673hZdhE2zHGG,1635051540871,499.02768,710.31171,60.8,0,91,30.3125,33.3,235
-Mmkeh1JQAJzeav3cMAB,1635051557012,520.95453,641.11749,59.3,0,91,30.3125,33.3,236
-Mmkeke-fi40JK4bPoPH,1635051571841,484.99466,663.5686,59.8,0,91,30.3125,33.3,237
-MmkeoGRDHC_bXeNiiLw,1635051586653,485.28033,675.02185,59.7,0,91,30.375,33.3,238
-MmkeruLw2DeSl-dB0Q6,1635051601558,504.34744,663.5686,59,0,91,30.375,33.3,239
-MmkevWzs-vOPzX_O1HD,1635051616384,469.8428,838.52777,59.3,0,91,30.3125,33.3,240
-Mmkez8WLlpvQuzM2F2o,1635051631201,447.56668,597.99194,58.8,0,91,30.375,33.2,241
-Mmkf1l8-rllYHJmL2yl,1635051646025,439.54776,619.26282,58.7,0,90,30.3125,33.3,242
-Mmkf5Nctj079KBk6FS2,1635051660841,470.59891,597.99194,59.2,0,90,30.375,33.2,243
-Mmkf9EHDz8_OyvIZpwG,1635051676627,511.46536,675.02185,59.7,0,91,30.375,33.2,244
-MmkfCrUM6ieJsppX5WC,1635051691488,548.32361,675.02185,59.4,0,91,30.375,33.2,245
-MmkfGcpemzaUo3T9FNJ,1635051706933,485.28033,663.5686,59.7,0,91,30.3125,33.3,246
-MmkfKFZd4TK-rR0i7SE,1635051721764,477.51514,675.02185,59.5,0,90,30.3125,33.3,247
-MmkfNt-1AQkrL5xHs0A,1635051736640,495.9718,608.55505,59.1,0,91,30.3125,33.2,248
-MmkfRVD6WWAfU9lunOY,1635051751438,367.33655,481.96124,58.7,0,91,30.375,33.2,249
-MmkfV6qfO-89YD4b6V1,1635051766263,470.32211,567.15411,59.3,0,90,30.375,33.2,250
-MmkfYpFrZ7uCp6e0pTg,1635051781456,359.71198,518.50739,59.3,0,91,30.375,33.1,251
-MmkfbSLfJTl2wTIQy-u,1635051796310,488.56418,663.5686,58.9,0,91,30.375,33.1,252
-Mmkff3ZWjRF_KBPUGHN,1635051811109,396.05811,547.29016,58.5,0,91,30.375,33.1,253
-MmkfigXojYEUJRQmlAH,1635051825954,515.30811,663.5686,58.6,0,90,30.3125,33.1,254
-MmkfmL0QpCmsct2qWOQ,1635051840897,479.61679,663.5686,59.1,0,91,30.3125,33.1,255
-MmkfqBiodJ8zxur_BQ1,1635051856686,359.50052,464.44781,59.4,0,91,30.3125,33.1,256
-MmkftoJKaKtbyaWAgk1,1635051871509,437.60486,608.55505,59.8,0,91,30.375,33.1,257
-MmkfxREjTzfq2h5_BJ-,1635051886351,259.39539,663.5686,59.3,0,91,30.375,33.1,258
